,Unnamed: 0,Price,Close,High,Low,Open,Volume
0,0,2025-01-02,242.9874267578125,248.21885574509324,240.9646087657824,248.0494437119358,1
1,1,2025-01-03,242.4991455078125,243.31623695542572,241.0343442297804,242.4991455078125,2
2,2,2025-01-06,244.1333465576172,246.45510633108967,242.33971076643533,243.4457849039297,2
3,3,2025-01-07,241.3532257080078,244.681407317594,240.496267218822,242.12049100282684,4
4,4,2025-01-08,241.8414764404297,242.8479134243992,239.20085656180404,241.06423680804883,2
